SeriesInstanceUID,dcm_file_count
1.2.826.0.1.3680043.8.498.13509994424297315734938688254817471125,257
1.2.826.0.1.3680043.8.498.13511249050873519215759169254517956977,265
1.2.826.0.1.3680043.8.498.13560574841186559836589162138207186725,839
1.2.826.0.1.3680043.8.498.13702598699868724248322050113579569484,289
1.2.826.0.1.3680043.8.498.13734340537877300521851857900224244959,35
1.2.826.0.1.3680043.8.498.13753336723264127754461616849527800803,232
1.2.826.0.1.3680043.8.498.13772491251405237301984425466912144486,233
1.2.826.0.1.3680043.8.498.13789305723712362238118274295587312089,74
1.2.826.0.1.3680043.8.498.13800804056709946838504348903933691601,750
1.2.826.0.1.3680043.8.498.13831690205248020631473365506326451307,164
1.2.826.0.1.3680043.8.498.13846399455633377104064282081069224170,307
1.2.826.0.1.3680043.8.498.13869493696081683922514569283094287371,43
1.2.826.0.1.3680043.8.498.13913014842751777538382305895562002835,84
1.2.826.0.1.3680043.8.498.13947906864681334957335354557160688927,1
1.2.826.0.1.3680043.8.498.13967658402067580776928071535593395934,569
1.2.826.0.1.3680043.8.498.13999360866045425488532408882210491926,227
1.2.826.0.1.3680043.8.498.14007647052520269103997278620722285724,19
1.2.826.0.1.3680043.8.498.14008381437775466142335715827326866692,38
1.2.826.0.1.3680043.8.498.14024875815924331407448864258645859565,375
1.2.826.0.1.3680043.8.498.14047971838406360392193146626856329789,655
1.2.826.0.1.3680043.8.498.14065050842955320773568627167523972754,1
1.2.826.0.1.3680043.8.498.14095224548874666070890244976983269889,35
1.2.826.0.1.3680043.8.498.14111214863682966502456332484471880656,200
1.2.826.0.1.3680043.8.498.14127604237148802845290724278539854795,205
1.2.826.0.1.3680043.8.498.14234941301612013649573263693853357171,45
1.2.826.0.1.3680043.8.498.14235780456654341433067740280108862123,221
1.2.826.0.1.3680043.8.498.14259322166897207895701179857279641177,33
1.2.826.0.1.3680043.8.498.14280926368036561218688983944095460229,176
1.2.826.0.1.3680043.8.498.14344448420149694983841921082532008016,19
1.2.826.0.1.3680043.8.498.14351119568885656047149090407460937015,124
1.2.826.0.1.3680043.8.498.14367106512872429010155508048547735287,152
1.2.826.0.1.3680043.8.498.14375161350968928494386548917647435597,177
1.2.826.0.1.3680043.8.498.14403250604308866073664799878377718380,383
1.2.826.0.1.3680043.8.498.14408698401367417934031908048697613737,192
1.2.826.0.1.3680043.8.498.14423697717366767091156706178239187966,188
1.2.826.0.1.3680043.8.498.14461455642288669863637792881305489017,848
1.2.826.0.1.3680043.8.498.14465247786132255418139957802576749200,136
1.2.826.0.1.3680043.8.498.14506628158924941392256923754271934203,30
1.2.826.0.1.3680043.8.498.14564424943903363257086874605908579555,175
1.2.826.0.1.3680043.8.498.14581342080609707401191521695912060804,211
1.2.826.0.1.3680043.8.498.14582532650148694639640763005162146001,29
1.2.826.0.1.3680043.8.498.14637722457122816911832579293209507769,158
1.2.826.0.1.3680043.8.498.14669837813674156089103283587478731211,382
1.2.826.0.1.3680043.8.498.14684036027519224245993347612595868123,80
1.2.826.0.1.3680043.8.498.14686776434373221087861576614040895859,41
1.2.826.0.1.3680043.8.498.14700058597692505475133744282513594812,708
1.2.826.0.1.3680043.8.498.14726629831851235531233831802242835607,577
1.2.826.0.1.3680043.8.498.14727653378259316193461820952319318524,152
1.2.826.0.1.3680043.8.498.14760874482236769756271147662917042955,164
1.2.826.0.1.3680043.8.498.14796539268266628815319821240293937067,166
1.2.826.0.1.3680043.8.498.14847592781676441008202512659965892203,358
1.2.826.0.1.3680043.8.498.14852074502749993460926566525142497155,232
1.2.826.0.1.3680043.8.498.14930997744318255885402575666152219738,123
1.2.826.0.1.3680043.8.498.14931506052513895350734638291349335264,240
1.2.826.0.1.3680043.8.498.14933956308882197001838308946420725180,328
1.2.826.0.1.3680043.8.498.14990932587681853694323880149515381098,147
1.2.826.0.1.3680043.8.498.15037354339978691289099123085214509604,236
1.2.826.0.1.3680043.8.498.15056905707478697489244665136511583545,120
1.2.826.0.1.3680043.8.498.15111820005882064793593034423469604305,70
1.2.826.0.1.3680043.8.498.15114016338669642365430842981068963874,321
1.2.826.0.1.3680043.8.498.15124154333677905351175488275326399277,206
1.2.826.0.1.3680043.8.498.15133686887746250722730356320948254338,1
1.2.826.0.1.3680043.8.498.15173838005244958999381145795664224250,238
1.2.826.0.1.3680043.8.498.15189763994929526854610139100606953913,20
1.2.826.0.1.3680043.8.498.15270385813543527541726069498863169127,96
1.2.826.0.1.3680043.8.498.15293452272083239792158143694629939488,59
1.2.826.0.1.3680043.8.498.15314648641874135855615776807370936789,164
1.2.826.0.1.3680043.8.498.15373744803637335491116379346469973115,120
1.2.826.0.1.3680043.8.498.15377059785696471861702944485601230600,256
1.2.826.0.1.3680043.8.498.15399061796231061132262344266736666591,166
1.2.826.0.1.3680043.8.498.15412988336827906186857260013885503248,18
1.2.826.0.1.3680043.8.498.15413696453619982927277891041367606657,40
1.2.826.0.1.3680043.8.498.15419972815511831925559855019955606569,521
1.2.826.0.1.3680043.8.498.15422085906475839098432232719545148999,152
1.2.826.0.1.3680043.8.498.15433030591772904798982134316290038390,205
1.2.826.0.1.3680043.8.498.15534397970105039216114725980608313580,150
1.2.826.0.1.3680043.8.498.15575450119532094831172764529552580207,123
1.2.826.0.1.3680043.8.498.15587283288558407368768637452327925314,222
1.2.826.0.1.3680043.8.498.15589683801998019635065357085601198783,255
1.2.826.0.1.3680043.8.498.15595560365717439370367556585829706130,112
1.2.826.0.1.3680043.8.498.15607353632329123673326639620338443941,212
1.2.826.0.1.3680043.8.498.15647044072987891586275255182142943578,554
1.2.826.0.1.3680043.8.498.15699461479859310138402934322949735108,123
1.2.826.0.1.3680043.8.498.15731536007253767401546100796309417844,41
1.2.826.0.1.3680043.8.498.15752485710220580688207525061003522792,30
1.2.826.0.1.3680043.8.498.15762763518331088563055372318491422114,875
1.2.826.0.1.3680043.8.498.15777485274723969278718374949878560903,240
1.2.826.0.1.3680043.8.498.15820991797940180408564824086945916253,36
1.2.826.0.1.3680043.8.498.15840650969297006755370764349527706140,265
1.2.826.0.1.3680043.8.498.15844377864299328308936939857961014638,1
1.2.826.0.1.3680043.8.498.15847980512533357707448321523314296455,238
1.2.826.0.1.3680043.8.498.15863821282460385925473127009132706891,661
1.2.826.0.1.3680043.8.498.15896351715173261426647145657275108105,659
1.2.826.0.1.3680043.8.498.15960284164796785745848446638296753190,222
1.2.826.0.1.3680043.8.498.16050599507552833312975094290115389491,204
1.2.826.0.1.3680043.8.498.16096879887867233501393851920699036701,136
1.2.826.0.1.3680043.8.498.16107367082649837713281573768219018140,1
1.2.826.0.1.3680043.8.498.16129074309197888030539037095555558439,160
1.2.826.0.1.3680043.8.498.16137665107298428681274332534876343210,124
1.2.826.0.1.3680043.8.498.16151573461872384384692985139039222904,329
1.2.826.0.1.3680043.8.498.16175381153765107111735085308675346795,1
1.2.826.0.1.3680043.8.498.16251252462865174005586928488190488763,304
1.2.826.0.1.3680043.8.498.16264203257805239151066466721416953122,661
1.2.826.0.1.3680043.8.498.16267884127817210874018541612208789002,546
1.2.826.0.1.3680043.8.498.16298923328930679342963077730902492849,340
1.2.826.0.1.3680043.8.498.16309500222267862087449590961812612142,28
1.2.826.0.1.3680043.8.498.16384451523099296485476252206145435866,222
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733,158
1.2.826.0.1.3680043.8.498.16446340414330823661164296991310423259,530
1.2.826.0.1.3680043.8.498.16459260570005274405883337892067736287,950
1.2.826.0.1.3680043.8.498.16489217898209154018089042679531182409,367
1.2.826.0.1.3680043.8.498.16498069099052247846266977529556429324,112
1.2.826.0.1.3680043.8.498.16573212471272790483992705673871299871,25
1.2.826.0.1.3680043.8.498.16610617746371061664355683015558293585,67
1.2.826.0.1.3680043.8.498.16619890023070193783587383755389255978,120
1.2.826.0.1.3680043.8.498.16624652182270907021949963490627909934,27
1.2.826.0.1.3680043.8.498.16663527400624022894479399667803818839,22
1.2.826.0.1.3680043.8.498.16757773441424587918063858803167288611,1
1.2.826.0.1.3680043.8.498.16757905545580998546715399968416989749,96
1.2.826.0.1.3680043.8.498.16779857475955467283119532644825923698,435
1.2.826.0.1.3680043.8.498.16781993422603529258294396643945874730,205
1.2.826.0.1.3680043.8.498.16799354403188964563618896411345265891,20
1.2.826.0.1.3680043.8.498.16805108465662228613495824351284414054,160
1.2.826.0.1.3680043.8.498.16984390277144742906667579449023180512,382
1.2.826.0.1.3680043.8.498.16992353870371380364413892818177269737,561
1.2.826.0.1.3680043.8.498.17017798836543044026705647829260968230,29
1.2.826.0.1.3680043.8.498.17019585839861122276629610114135362743,328
1.2.826.0.1.3680043.8.498.17054210071503410741061097329883834765,45
1.2.826.0.1.3680043.8.498.17070295898018882504173234888395296242,205
1.2.826.0.1.3680043.8.498.17101854365239796593830262381691221508,392
1.2.826.0.1.3680043.8.498.17124875547670160535694115089557042357,1
1.2.826.0.1.3680043.8.498.17185219935961560340014051156054633952,1
1.2.826.0.1.3680043.8.498.17231198390359928848168363467792976337,69
1.2.826.0.1.3680043.8.498.17250727851724938929042027772201834933,27
1.2.826.0.1.3680043.8.498.17344466930828184539487237181093161345,240
1.2.826.0.1.3680043.8.498.17350405982959047466066159024598253161,25
1.2.826.0.1.3680043.8.498.17415277997649872560329721717694101082,188
1.2.826.0.1.3680043.8.498.17433295031516111784600690944207011224,160
1.2.826.0.1.3680043.8.498.17451723674143331506044883163045825350,299
1.2.826.0.1.3680043.8.498.17470043426470043860865936084204333462,340
1.2.826.0.1.3680043.8.498.17488377365420264479444501517164223782,176
1.2.826.0.1.3680043.8.498.17490838972175231326045269122527360300,202
1.2.826.0.1.3680043.8.498.17497687456081956842621499805568560241,133
1.2.826.0.1.3680043.8.498.17509273038178649944895893580128462667,37
1.2.826.0.1.3680043.8.498.17539776542961747973264361652266119132,1
1.2.826.0.1.3680043.8.498.17542222797476785325090554137279623786,418
1.2.826.0.1.3680043.8.498.17650328348608009816816941699740585437,40
1.2.826.0.1.3680043.8.498.17651216593707997306325085170821035523,61
1.2.826.0.1.3680043.8.498.17677548211553545296698864792051352427,38
1.2.826.0.1.3680043.8.498.17694178922677443077871241793256491824,311
1.2.826.0.1.3680043.8.498.17709844012314833976908727289307063132,781
1.2.826.0.1.3680043.8.498.17759831778622575514469496087313801263,669
1.2.826.0.1.3680043.8.498.17831870660935212450284866715347051266,916
1.2.826.0.1.3680043.8.498.17874140688479995306520517290218663881,165
1.2.826.0.1.3680043.8.498.17883367717077290216679338199206029083,545
1.2.826.0.1.3680043.8.498.17924330348418392312092047701892858971,40
1.2.826.0.1.3680043.8.498.17947638194082247682812971893063089667,90
1.2.826.0.1.3680043.8.498.17997870574487106548252092714596751666,703
1.2.826.0.1.3680043.8.498.18001839657665395881325813381728768814,45
1.2.826.0.1.3680043.8.498.18010503800240053656667044038802226320,540
1.2.826.0.1.3680043.8.498.18053293559305998192296661352942805081,114
1.2.826.0.1.3680043.8.498.18098619176475011329408959884899809597,184
1.2.826.0.1.3680043.8.498.18104210064643499679227934964732332498,200
1.2.826.0.1.3680043.8.498.18108212083513041239064199663549795472,893
1.2.826.0.1.3680043.8.498.18150414816557669401674642988946510638,140
1.2.826.0.1.3680043.8.498.18221338310060784385877048256804211017,176
1.2.826.0.1.3680043.8.498.18223248049712532965214010400885757954,341
1.2.826.0.1.3680043.8.498.18228877372986250009579226968531318436,25
1.2.826.0.1.3680043.8.498.18248070953332647330514015222651938255,27
1.2.826.0.1.3680043.8.498.18274173596532142786223492160087863193,212
1.2.826.0.1.3680043.8.498.18301647711702248162577316310206485916,324
1.2.826.0.1.3680043.8.498.18314074664570057737305873728096457772,285
1.2.826.0.1.3680043.8.498.18319519332594651565787476166165406328,45
1.2.826.0.1.3680043.8.498.18329718755091509711995322743638315628,30
1.2.826.0.1.3680043.8.498.18361806645303233288821676660144217572,172
1.2.826.0.1.3680043.8.498.18434765390801155062366397921893363637,72
1.2.826.0.1.3680043.8.498.18440081561868715160595841358023708678,80
1.2.826.0.1.3680043.8.498.18459270890271943795350241928268294081,29
1.2.826.0.1.3680043.8.498.18511276120654375032054892346086105776,172
1.2.826.0.1.3680043.8.498.18514000812054630364294233588615471633,238
1.2.826.0.1.3680043.8.498.18550579607816584840395557944619719414,27
1.2.826.0.1.3680043.8.498.18579752455564083860573765952352390519,172
1.2.826.0.1.3680043.8.498.18590126605607282237156817651624263913,1
1.2.826.0.1.3680043.8.498.18609406899426492232590987262144127186,82
1.2.826.0.1.3680043.8.498.18615818047463923153832454785265986854,32
1.2.826.0.1.3680043.8.498.18695486015446530695046884379809224137,192
1.2.826.0.1.3680043.8.498.18731718331465488232715454928670364098,75
1.2.826.0.1.3680043.8.498.18733219392287823289070505015792868807,954
1.2.826.0.1.3680043.8.498.18751137226673462651118504994533958308,168
1.2.826.0.1.3680043.8.498.18772308289334922666699614306141449690,40
1.2.826.0.1.3680043.8.498.18799143527299619428218036236015639196,165
1.2.826.0.1.3680043.8.498.18831402822041226140887003611379903167,1
1.2.826.0.1.3680043.8.498.18920076534258964697230305574020552954,35
1.2.826.0.1.3680043.8.498.19000543518933487138687611935525051568,27
1.2.826.0.1.3680043.8.498.19026389188000489949768133839482682458,331
1.2.826.0.1.3680043.8.498.19092153956224648536869264037241985644,560
1.2.826.0.1.3680043.8.498.19097883903185475042239433012764457746,342
1.2.826.0.1.3680043.8.498.19107314758720906372482141524412334508,34
1.2.826.0.1.3680043.8.498.19142189561658905899129690545480982515,414
1.2.826.0.1.3680043.8.498.19185545805567055054250643977006370190,139
1.2.826.0.1.3680043.8.498.19211621273216995121390415746855010977,289
1.2.826.0.1.3680043.8.498.19218994996071255235036726181535885380,28
1.2.826.0.1.3680043.8.498.19230619590526676171366791317971369401,96
1.2.826.0.1.3680043.8.498.19257265258092885038106957357474349765,172
1.2.826.0.1.3680043.8.498.19258602807423587077756518268729896159,143
1.2.826.0.1.3680043.8.498.19266066262282764463783130034004309146,27
1.2.826.0.1.3680043.8.498.19269953054673420411369000201822322912,1
1.2.826.0.1.3680043.8.498.19279353774461044399554360761353159597,166
1.2.826.0.1.3680043.8.498.19282821660258799315313520876974384975,40
1.2.826.0.1.3680043.8.498.19295797161815835738078824460590782108,30
1.2.826.0.1.3680043.8.498.19328926247826520377009143029219437438,164
1.2.826.0.1.3680043.8.498.19358974753238884696461461408972534686,186
1.2.826.0.1.3680043.8.498.19361046961627711324239518325020420806,224
1.2.826.0.1.3680043.8.498.19397946324791076613739852432641087385,24
1.2.826.0.1.3680043.8.498.19457725826634076800451565164045344131,541
1.2.826.0.1.3680043.8.498.19496532321398707279265634823772352912,120
1.2.826.0.1.3680043.8.498.19585538901247220688973004019106156229,236
1.2.826.0.1.3680043.8.498.19632014280560608623452066730297534427,117
1.2.826.0.1.3680043.8.498.19675288020914733249608417166086280506,158
1.2.826.0.1.3680043.8.498.19682664625865517961416056160237981687,1
1.2.826.0.1.3680043.8.498.19722540042735176170146037884480032290,241
1.2.826.0.1.3680043.8.498.19739832631387227431496782822047541308,82
1.2.826.0.1.3680043.8.498.19764176435911045852235280876942035947,240
1.2.826.0.1.3680043.8.498.19776619741111349791928847258000472762,30
1.2.826.0.1.3680043.8.498.19786820050434312474966619458414521757,467
1.2.826.0.1.3680043.8.498.19788233669212309701372300845302771460,231
1.2.826.0.1.3680043.8.498.19790772321009033575234973674640445108,175
1.2.826.0.1.3680043.8.498.19798394738287504863040265438027383670,29
1.2.826.0.1.3680043.8.498.19910276358935048981961581689016356354,24
1.2.826.0.1.3680043.8.498.19915189891686122627071348069843885714,222
1.2.826.0.1.3680043.8.498.19929484909661919620696141344390511335,44
1.2.826.0.1.3680043.8.498.19950322290309930502685963351749767205,79
1.2.826.0.1.3680043.8.498.20032274475739473270091479488358585643,137
1.2.826.0.1.3680043.8.498.20131714150493466791388762670548944043,347
1.2.826.0.1.3680043.8.498.20157657116368735196149967669959586903,607
1.2.826.0.1.3680043.8.498.20166123858773468943663077834113252877,73
1.2.826.0.1.3680043.8.498.20234812139384190052781012788833147973,164
1.2.826.0.1.3680043.8.498.20281087036098229173773372100218722860,43
1.2.826.0.1.3680043.8.498.20352838605781624312895197978664744075,197
1.2.826.0.1.3680043.8.498.20376656803138443697883187182574852997,277
1.2.826.0.1.3680043.8.498.20378636866263747010488552707156445149,156
1.2.826.0.1.3680043.8.498.20384748359089170937657974887705509458,30
1.2.826.0.1.3680043.8.498.20407821515218970824740922147582666938,848
1.2.826.0.1.3680043.8.498.20437456160837432229665601233509120948,35
1.2.826.0.1.3680043.8.498.20510715859826410770772758533203242574,292
1.2.826.0.1.3680043.8.498.20526322785793370336302397271340610131,386
